Transaction Date,Product Ref,StoreCode,Cust-ID,Qty,UnitPrice,DiscountRate,TotalRevenue,Channel Used
26/01/2023,p019,S010 ,C0049,4,79.32,5%,€301.42,web
2023-07-26,p040,S036 ,C0039,3,76.26,0%,$228.78,in-store
06/04/2023,p053,S013 ,C0040,8,197.87,0%,€1582.96,online 
2023-05-12,p055,S022 ,C0037,6,130.2,0%,$781.20,Wholesale
"May 10, 2023",p063,S012 ,C0092,8,47.14,5%,€358.26,Wholesale
17/09/2023,p083,S015 ,C0098,1,114.48,5%,108.76 USD,in-store
"Sep 09, 2023",p077,S027 ,C0067,5,313.9,0%,$1569.50,in-store
"Jan 04, 2023",p020,S030 ,C0053,2,164.62,10%,€296.32,in-store
2023-08-07,p076,S030 ,C0049,1,220.26,5%,$209.25,Wholesale
14/10/2023,p086,S035 ,C0099,4,435.22,15%,€1479.75,online 
2023-03-31,p070,S009 ,C0093,5,84.67,15%,$359.85,web
22/03/2023,p033,S028 ,C0062,1,354.94,5%,€337.19,Wholesale
"Mar 09, 2023",p097,S033 ,C0084,1,256.01,15%,€217.61,in-store
26/12/2023,p081,S050 ,C0003,3,147.72,10%,$398.84,Wholesale
2023-02-22,p044,S014 ,C0057,2,452.41,10%,€814.34,in-store
2023-09-26,p060,S040 ,C0085,4,252.68,15%,$859.11,Wholesale
03/05/2023,p032,S047 ,C0060,8,382.58,5%,2907.61 USD,in-store
2023-05-28,p059,S032 ,C0048,8,121.95,5%,$926.82,in-store
24/10/2023,p042,S027 ,C0080,5,241.45,5%,1146.89 USD,web
"Jan 08, 2023",p048,S041 ,C0035,8,62.01,10%,€446.47,in-store
2023-06-06,p048,S021 ,C0031,4,304.4,5%,$1156.72,online 
"Dec 02, 2023",p084,S005 ,C0012,4,301.12,5%,1144.26 USD,web
2023-11-06,p098,S034 ,C0013,2,495.44,5%,941.34 USD,web
2023-03-02,p004,S012 ,C0081,8,234.19,10%,$1686.17,online 
2023-06-27,p003,S008 ,C0071,8,354.83,5%,€2696.71,web
2023-01-11,p088,S045 ,C0003,1,417.07,5%,$396.22,Wholesale
2023-09-10,p064,S015 ,C0048,7,392.92,5%,2612.92 USD,online 
"May 25, 2023",p075,S021 ,C0030,7,231.46,10%,€1458.2,Wholesale
04/10/2023,p088,S024 ,C0044,7,92.95,15%,€553.05,Wholesale
"Jun 09, 2023",p064,S038 ,C0066,6,287.6,5%,$1639.32,in-store
"Oct 01, 2023",p100,S005 ,C0080,7,369.04,15%,$2195.79,web
2023-01-26,p001,S038 ,C0081,8,421.3,0%,3370.4 USD,Wholesale
30/01/2023,p081,S037 ,C0098,3,111.36,0%,334.08 USD,Wholesale
"Apr 12, 2023",p005,S043 ,C0074,1,324.03,5%,$307.83,web
10/02/2023,p099,S040 ,C0095,7,88.62,10%,$558.31,in-store
"Jun 26, 2023",p093,S042 ,C0046,2,44.56,15%,€75.75,web
30/12/2023,p093,S015 ,C0070,8,181.52,10%,$1306.94,in-store
2023-08-22,p002,S031 ,C0038,5,45.25,5%,€214.94,online 
04/04/2023,p020,S041 ,C0039,8,97.69,10%,$703.37,Wholesale
19/09/2023,p093,S040 ,C0074,8,125.2,0%,$1001.60,Wholesale
05/01/2023,p089,S021 ,C0016,6,223.93,10%,$1209.22,online 
2023-11-26,p044,S014 ,C0056,5,78.47,0%,$392.35,web
2023-07-07,p026,S047 ,C0068,8,423.32,15%,2878.58 USD,in-store
2023-05-24,p076,S050 ,C0006,6,190.73,15%,$972.72,Wholesale
2023-04-09,p007,S028 ,C0043,7,268.32,10%,$1690.42,Wholesale
"Mar 19, 2023",p084,S013 ,C0067,3,105.3,5%,$300.10,online 
11/04/2023,p054,S022 ,C0079,3,155.81,15%,$397.32,online 
"Nov 13, 2023",p017,S015 ,C0075,6,47.29,0%,€283.74,in-store
17/10/2023,p033,S028 ,C0084,8,351.82,5%,$2673.83,in-store
2023-09-24,p093,S004 ,C0095,3,350.46,15%,893.67 USD,online 
2023-08-31,p063,S037 ,C0082,1,441.34,15%,$375.14,Wholesale
04/03/2023,p031,S034 ,C0051,4,33.23,15%,112.98 USD,online 
01/03/2023,p026,S030 ,C0086,6,232.86,5%,1327.3 USD,Wholesale
11/11/2023,p024,S011 ,C0092,3,498.6,5%,$1421.01,web
2023-01-15,p089,S026 ,C0006,6,97.19,0%,€583.14,Wholesale
"Jul 23, 2023",p048,S039 ,C0098,2,191.36,5%,363.58 USD,online 
2023-09-03,p039,S027 ,C0076,5,311.72,0%,1558.6 USD,Wholesale
2023-05-29,p054,S030 ,C0051,2,322.28,0%,€644.56,Wholesale
2023-01-07,p087,S043 ,C0069,2,400.64,5%,$761.22,web
"May 31, 2023",p097,S025 ,C0029,1,162.83,5%,$154.69,in-store
16/04/2023,p054,S042 ,C0017,4,136.97,5%,$520.49,online 
09/08/2023,p090,S050 ,C0021,6,155.57,10%,€840.08,in-store
2023-02-23,p094,S008 ,C0014,6,131.78,5%,751.15 USD,in-store
2023-02-03,p066,S022 ,C0028,6,312.31,15%,$1592.78,Wholesale
"Mar 25, 2023",p047,S032 ,C0050,7,360.95,10%,€2273.99,Wholesale
2023-04-03,p080,S002 ,C0023,8,263.44,10%,€1896.77,in-store
13/01/2023,p021,S044 ,C0035,3,461.51,0%,1384.53 USD,Wholesale
30/12/2023,p034,S045 ,C0083,4,139.49,5%,$530.06,web
"Jul 29, 2023",p076,S025 ,C0011,6,386.11,15%,€1969.16,web
2023-02-26,p068,S032 ,C0024,1,382.2,5%,363.09 USD,Wholesale
2023-02-17,p098,S042 ,C0011,1,45.24,5%,€42.98,online 
21/02/2023,p091,S034 ,C0033,7,482.19,15%,€2869.03,in-store
2023-03-29,p050,S034 ,C0042,3,268.78,10%,€725.71,web
2023-07-16,p030,S014 ,C0029,7,81.15,5%,539.65 USD,web
2023-02-18,p076,S048 ,C0006,3,34.1,15%,86.96 USD,web
"Sep 04, 2023",p090,S021 ,C0064,8,257.08,5%,$1953.81,in-store
21/04/2023,p081,S028 ,C0004,3,89.68,0%,269.04 USD,online 
24/01/2023,p044,S031 ,C0072,5,21.4,0%,107.0 USD,Wholesale
"Dec 28, 2023",p015,S023 ,C0055,4,360.95,0%,€1443.8,online 
"Jun 18, 2023",p055,S038 ,C0051,6,61.51,5%,$350.61,online 
2023-09-13,p090,S025 ,C0058,1,454.92,10%,409.43 USD,Wholesale
2023-09-14,p067,S042 ,C0088,6,234.11,15%,€1193.96,Wholesale
"Jul 14, 2023",p050,S008 ,C0031,2,208.94,15%,€355.2,web
"Sep 02, 2023",p001,S024 ,C0081,7,145.51,15%,865.78 USD,online 
2023-04-20,p097,S036 ,C0076,7,116.29,0%,$814.03,web
2023-05-13,p071,S031 ,C0056,4,394.69,0%,$1578.76,web
2023-02-11,p043,S024 ,C0083,3,423.03,5%,1205.64 USD,web
02/11/2023,p034,S001 ,C0047,2,159.36,5%,302.78 USD,online 
2023-06-07,p072,S004 ,C0028,7,235.39,15%,$1400.57,Wholesale
03/12/2023,p027,S001 ,C0025,5,430.74,10%,$1938.33,in-store
09/11/2023,p023,S033 ,C0058,5,351.97,5%,1671.86 USD,Wholesale
"Feb 12, 2023",p022,S011 ,C0031,5,41.55,10%,$186.97,web
2023-12-07,p027,S028 ,C0031,3,220.24,15%,$561.61,in-store
2023-10-24,p002,S037 ,C0097,4,335.28,10%,1207.01 USD,online 
2023-06-07,p040,S009 ,C0035,7,221.72,10%,1396.84 USD,web
16/01/2023,p022,S048 ,C0054,3,464.05,10%,1252.94 USD,web
2023-06-27,p029,S039 ,C0095,2,112.41,5%,213.58 USD,Wholesale
2023-06-01,p033,S042 ,C0043,8,380.09,5%,$2888.68,in-store
2023-07-29,p021,S021 ,C0057,6,324.03,10%,€1749.76,Wholesale
"Apr 17, 2023",p052,S030 ,C0012,1,39.28,5%,€37.32,web
17/12/2023,p056,S012 ,C0002,5,403.38,15%,$1714.37,online 
"Oct 21, 2023",p030,S027 ,C0013,8,71.81,0%,574.48 USD,online 
2023-03-28,p040,S020 ,C0099,6,422.32,10%,€2280.53,web
2023-08-24,p086,S048 ,C0027,4,56.02,5%,212.88 USD,Wholesale
14/07/2023,p074,S019 ,C0084,5,468.1,10%,$2106.45,online 
2023-05-10,p069,S007 ,C0061,8,479.52,0%,€3836.16,in-store
12/01/2023,p096,S021 ,C0025,8,272.36,5%,€2069.94,in-store
2023-09-24,p071,S005 ,C0028,2,138.89,5%,€263.89,web
2023-07-22,p062,S023 ,C0003,7,421.1,0%,€2947.7,online 
28/03/2023,p050,S022 ,C0068,4,213.51,0%,854.04 USD,Wholesale
2023-10-28,p009,S021 ,C0082,6,471.46,5%,$2687.32,online 
"Oct 23, 2023",p085,S008 ,C0053,3,34.65,0%,€103.95,web
"Nov 22, 2023",p027,S034 ,C0049,3,222.0,15%,566.1 USD,web
"Jul 02, 2023",p005,S033 ,C0087,6,155.85,5%,$888.34,online 
2023-12-13,p026,S001 ,C0052,3,245.4,0%,$736.20,in-store
2023-02-21,p033,S036 ,C0093,1,402.48,0%,402.48 USD,in-store
"Dec 09, 2023",p008,S022 ,C0077,1,187.96,15%,159.77 USD,in-store
"Aug 22, 2023",p042,S013 ,C0060,2,93.25,0%,€186.5,in-store
"Oct 30, 2023",p089,S008 ,C0037,7,168.13,0%,€1176.91,web
"Oct 21, 2023",p069,S001 ,C0048,2,291.22,0%,$582.44,web
2023-02-24,p072,S039 ,C0056,4,37.49,5%,$142.46,online 
24/10/2023,p006,S019 ,C0052,2,417.59,15%,709.9 USD,web
26/02/2023,p070,S010 ,C0054,5,495.82,0%,2479.1 USD,web
2023-11-14,p049,S003 ,C0090,1,281.24,15%,€239.05,online 
"Oct 30, 2023",p019,S025 ,C0055,6,365.49,0%,$2192.94,online 
04/02/2023,p098,S009 ,C0027,1,476.56,10%,€428.9,in-store
2023-12-09,p071,S039 ,C0042,4,305.54,15%,1038.84 USD,online 
2023-04-02,p067,S041 ,C0031,3,218.3,15%,€556.67,web
24/03/2023,p002,S035 ,C0005,1,221.32,0%,$221.32,in-store
25/01/2023,p013,S005 ,C0095,1,71.57,10%,$64.41,in-store
2023-07-25,p052,S011 ,C0078,7,444.61,5%,€2956.66,online 
20/03/2023,p063,S041 ,C0044,8,49.87,10%,€359.06,web
2023-01-15,p014,S009 ,C0088,6,98.0,10%,529.2 USD,Wholesale
2023-01-22,p063,S044 ,C0086,4,426.92,0%,€1707.68,Wholesale
"May 04, 2023",p053,S026 ,C0079,1,163.31,15%,€138.81,web
2023-12-11,p003,S036 ,C0081,1,455.8,0%,455.8 USD,in-store
2023-11-10,p096,S026 ,C0032,6,91.95,0%,$551.70,Wholesale
01/10/2023,p056,S015 ,C0054,4,401.29,10%,€1444.64,online 
2023-07-03,p002,S026 ,C0072,7,455.91,5%,3031.8 USD,online 
2023-04-15,p011,S047 ,C0038,5,339.48,0%,€1697.4,web
24/03/2023,p038,S022 ,C0014,1,138.74,5%,€131.8,in-store
22/12/2023,p091,S046 ,C0076,4,407.01,0%,$1628.04,Wholesale
05/07/2023,p025,S016 ,C0084,5,433.82,0%,$2169.10,Wholesale
2023-05-07,p023,S021 ,C0042,6,444.43,5%,€2533.25,Wholesale
07/05/2023,p062,S035 ,C0074,3,367.86,5%,$1048.40,web
"Sep 07, 2023",p010,S010 ,C0028,3,54.14,15%,$138.06,Wholesale
26/12/2023,p023,S020 ,C0027,6,84.62,0%,507.72 USD,in-store
04/08/2023,p072,S002 ,C0069,8,416.56,15%,2832.61 USD,Wholesale
2023-07-22,p011,S005 ,C0093,4,461.4,0%,1845.6 USD,Wholesale
"Nov 22, 2023",p097,S001 ,C0028,7,71.91,15%,427.86 USD,web
23/06/2023,p025,S010 ,C0064,2,226.58,15%,€385.19,Wholesale
2023-05-04,p095,S033 ,C0083,8,302.03,5%,$2295.43,web
"Oct 30, 2023",p093,S031 ,C0066,2,322.58,5%,$612.90,in-store
01/04/2023,p023,S003 ,C0062,1,472.91,10%,$425.62,online 
23/01/2023,p067,S019 ,C0018,8,157.19,0%,€1257.52,web
2023-10-07,p045,S015 ,C0003,4,233.9,0%,$935.60,in-store
11/01/2023,p069,S009 ,C0021,3,240.8,0%,$722.40,in-store
2023-11-18,p080,S003 ,C0091,4,331.87,10%,$1194.73,in-store
2023-08-02,p067,S017 ,C0005,8,464.94,15%,€3161.59,in-store
2023-03-08,p060,S031 ,C0012,2,464.64,10%,836.35 USD,online 
"Jun 15, 2023",p038,S024 ,C0004,2,27.27,0%,$54.54,web
29/12/2023,p084,S037 ,C0068,1,313.5,15%,€266.47,online 
2023-09-14,p068,S048 ,C0086,3,279.11,5%,$795.46,Wholesale
"Oct 27, 2023",p001,S034 ,C0018,2,272.14,5%,€517.07,online 
07/01/2023,p100,S020 ,C0056,7,176.83,15%,€1052.14,Wholesale
2023-10-04,p018,S023 ,C0019,4,56.55,5%,$214.89,in-store
"Sep 08, 2023",p094,S009 ,C0049,8,160.71,5%,$1221.40,online 
2023-04-02,p084,S004 ,C0061,4,244.12,15%,$830.01,Wholesale
23/12/2023,p066,S010 ,C0042,1,202.32,5%,€192.2,Wholesale
2023-09-22,p042,S043 ,C0032,1,298.39,15%,253.63 USD,in-store
30/09/2023,p040,S035 ,C0023,2,174.68,0%,€349.36,in-store
26/05/2023,p047,S045 ,C0037,5,208.09,10%,$936.41,web
"Apr 01, 2023",p042,S005 ,C0098,5,201.37,5%,€956.51,web
2023-06-02,p093,S001 ,C0026,8,248.83,15%,€1692.04,Wholesale
"Dec 06, 2023",p071,S031 ,C0088,8,212.52,0%,$1700.16,in-store
18/06/2023,p070,S045 ,C0071,4,328.39,10%,$1182.20,in-store
22/10/2023,p092,S032 ,C0046,2,86.74,0%,$173.48,Wholesale
"Aug 22, 2023",p084,S034 ,C0046,8,29.05,10%,$209.16,online 
06/09/2023,p002,S050 ,C0068,8,193.95,0%,$1551.60,web
2023-11-09,p070,S004 ,C0040,3,167.63,0%,$502.89,web
2023-10-08,p006,S031 ,C0026,6,450.23,15%,$2296.17,in-store
2023-02-02,p085,S012 ,C0001,1,46.87,15%,39.84 USD,online 
2023-12-03,p078,S001 ,C0051,3,61.19,15%,156.03 USD,in-store
2023-09-07,p015,S023 ,C0064,1,214.23,5%,203.52 USD,online 
26/11/2023,p058,S013 ,C0064,5,372.15,10%,1674.67 USD,Wholesale
"Jun 12, 2023",p083,S015 ,C0032,2,277.24,0%,€554.48,in-store
10/11/2023,p076,S018 ,C0009,5,491.02,5%,2332.34 USD,online 
2023-05-17,p005,S047 ,C0009,2,399.62,15%,$679.35,online 
27/03/2023,p072,S038 ,C0098,5,22.17,10%,$99.77,in-store
2023-10-20,p003,S021 ,C0085,5,397.82,0%,€1989.1,online 
13/05/2023,p005,S006 ,C0003,1,275.97,5%,€262.17,web
"Feb 01, 2023",p015,S026 ,C0095,3,285.6,0%,$856.80,online 
30/03/2023,p053,S008 ,C0016,5,362.78,10%,$1632.51,web
2023-06-01,p092,S032 ,C0087,6,314.49,0%,1886.94 USD,Wholesale
2023-11-24,p064,S013 ,C0031,6,494.12,15%,€2520.01,in-store
2023-01-31,p029,S039 ,C0002,6,292.97,10%,1582.04 USD,Wholesale
"Aug 27, 2023",p020,S027 ,C0075,6,480.2,10%,$2593.08,online 
2023-01-11,p048,S037 ,C0053,4,421.99,10%,1519.16 USD,in-store
"Jun 15, 2023",p022,S007 ,C0025,8,279.72,0%,2237.76 USD,in-store
2023-03-16,p095,S033 ,C0010,5,482.74,5%,$2293.01,Wholesale
"Jan 11, 2023",p006,S033 ,C0091,3,130.88,10%,353.38 USD,web
23/03/2023,p036,S021 ,C0097,4,361.25,15%,€1228.25,online 
2023-04-27,p022,S026 ,C0078,2,125.69,5%,$238.81,Wholesale
2023-01-01,p037,S046 ,C0025,1,293.96,0%,€293.96,web
"Jul 07, 2023",p025,S041 ,C0011,8,203.85,0%,$1630.80,web
"May 01, 2023",p071,S036 ,C0013,3,177.29,0%,€531.87,online 
2023-03-29,p051,S032 ,C0028,7,30.0,0%,€210.0,online 
"Sep 12, 2023",p015,S045 ,C0085,7,269.52,10%,€1697.98,in-store
"Sep 05, 2023",p010,S036 ,C0053,8,111.2,15%,€756.16,Wholesale
14/02/2023,p061,S040 ,C0050,1,466.46,15%,396.49 USD,in-store
07/05/2023,p043,S043 ,C0089,7,333.92,5%,$2220.57,web
26/04/2023,p021,S017 ,C0089,6,110.77,15%,€564.93,online 
2023-11-23,p009,S024 ,C0082,2,289.58,10%,€521.24,web
"May 15, 2023",p034,S027 ,C0031,4,252.51,15%,€858.53,Wholesale
"Dec 13, 2023",p041,S030 ,C0056,4,155.0,10%,€558.0,web
2023-05-15,p030,S044 ,C0021,8,469.74,0%,€3757.92,Wholesale
14/07/2023,p022,S007 ,C0057,2,180.65,15%,307.11 USD,web
2023-04-11,p076,S041 ,C0077,1,129.2,10%,€116.28,Wholesale
07/07/2023,p005,S036 ,C0042,6,494.32,5%,€2817.62,online 
10/02/2023,p079,S008 ,C0005,6,131.26,15%,669.43 USD,Wholesale
"Mar 31, 2023",p034,S038 ,C0022,2,188.94,0%,$377.88,in-store
20/12/2023,p057,S011 ,C0051,7,226.83,0%,1587.81 USD,in-store
2023-09-24,p036,S046 ,C0053,2,144.16,0%,288.32 USD,Wholesale
"Jan 19, 2023",p075,S028 ,C0005,5,76.94,0%,384.7 USD,web
27/02/2023,p036,S017 ,C0037,4,494.75,0%,1979.0 USD,in-store
10/07/2023,p031,S045 ,C0046,7,287.89,10%,1813.71 USD,Wholesale
21/12/2023,p011,S009 ,C0086,5,120.07,5%,570.33 USD,in-store
"Apr 25, 2023",p046,S043 ,C0071,4,200.16,5%,$760.61,Wholesale
22/08/2023,p021,S040 ,C0095,1,310.44,5%,294.92 USD,in-store
24/08/2023,p036,S047 ,C0032,2,139.19,5%,264.46 USD,online 
"Dec 21, 2023",p052,S026 ,C0089,8,468.29,0%,€3746.32,web
2023-01-12,p008,S015 ,C0056,1,295.8,5%,281.01 USD,Wholesale
18/12/2023,p023,S033 ,C0071,4,327.36,5%,€1243.97,in-store
14/08/2023,p029,S048 ,C0014,1,440.35,15%,€374.3,in-store
"Jun 04, 2023",p095,S002 ,C0030,5,134.05,0%,$670.25,online 
"Mar 04, 2023",p038,S049 ,C0054,1,163.38,0%,163.38 USD,in-store
2023-11-27,p017,S010 ,C0001,4,324.93,10%,$1169.75,web
"Nov 23, 2023",p095,S039 ,C0089,4,476.79,0%,$1907.16,in-store
05/01/2023,p076,S012 ,C0024,7,398.62,0%,2790.34 USD,in-store
"Nov 02, 2023",p027,S031 ,C0013,7,363.2,0%,€2542.4,in-store
18/01/2023,p025,S048 ,C0085,3,301.09,15%,767.78 USD,web
2023-11-01,p098,S022 ,C0082,2,490.13,10%,882.23 USD,online 
2023-08-25,p015,S004 ,C0001,3,323.51,5%,€922.0,web
"Nov 09, 2023",p078,S008 ,C0019,8,235.33,10%,$1694.38,Wholesale
06/01/2023,p089,S003 ,C0069,2,47.54,5%,90.33 USD,Wholesale
2023-06-14,p080,S037 ,C0091,4,113.82,5%,432.52 USD,online 
2023-10-02,p003,S001 ,C0020,5,324.39,5%,$1540.85,in-store
2023-09-30,p040,S036 ,C0076,8,195.54,15%,€1329.67,web
2023-07-29,p016,S040 ,C0083,7,180.3,15%,1072.79 USD,web
"Dec 24, 2023",p048,S034 ,C0039,7,175.93,0%,$1231.51,online 
2023-04-06,p005,S003 ,C0088,2,335.75,15%,570.77 USD,online 
24/12/2023,p012,S039 ,C0036,7,391.0,5%,€2600.15,online 
"Jun 16, 2023",p065,S047 ,C0031,5,262.25,15%,€1114.56,in-store
2023-07-21,p082,S019 ,C0061,2,257.48,5%,489.21 USD,web
"Jan 23, 2023",p036,S044 ,C0076,5,76.3,0%,$381.50,in-store
04/09/2023,p021,S007 ,C0011,1,177.56,5%,€168.68,web
2023-04-04,p054,S026 ,C0002,2,153.67,15%,261.24 USD,online 
2023-08-09,p080,S020 ,C0092,7,261.48,0%,1830.36 USD,online 
"Apr 26, 2023",p056,S023 ,C0025,6,107.9,10%,582.66 USD,in-store
"Feb 28, 2023",p049,S028 ,C0051,8,59.99,5%,€455.92,in-store
07/09/2023,p020,S021 ,C0019,1,37.75,0%,$37.75,web
12/07/2023,p057,S030 ,C0100,1,29.58,10%,€26.62,in-store
20/03/2023,p057,S036 ,C0022,7,438.15,5%,2913.7 USD,in-store
2023-01-21,p064,S025 ,C0046,7,313.72,0%,2196.04 USD,web
"Mar 17, 2023",p065,S013 ,C0031,7,407.08,0%,2849.56 USD,Wholesale
"Oct 14, 2023",p088,S047 ,C0066,7,351.48,10%,$2214.32,Wholesale
23/02/2023,p057,S046 ,C0073,5,388.28,15%,1650.19 USD,in-store
2023-04-18,p030,S002 ,C0091,4,441.37,5%,1677.21 USD,online 
"Jul 06, 2023",p037,S043 ,C0039,7,413.57,0%,2894.99 USD,Wholesale
2023-05-31,p022,S041 ,C0056,5,309.29,10%,$1391.81,Wholesale
"May 01, 2023",p081,S016 ,C0029,8,186.04,5%,1413.9 USD,online 
2023-08-15,p019,S004 ,C0025,5,327.35,15%,1391.24 USD,online 
2023-10-10,p010,S045 ,C0027,3,304.21,10%,€821.37,in-store
"Jul 11, 2023",p067,S017 ,C0074,4,262.37,0%,1049.48 USD,web
"Jul 30, 2023",p093,S040 ,C0006,5,471.01,5%,€2237.3,Wholesale
08/05/2023,p052,S007 ,C0083,2,203.18,5%,386.04 USD,web
"May 28, 2023",p066,S050 ,C0003,7,137.9,0%,965.3 USD,web
2023-10-18,p083,S050 ,C0003,7,235.75,15%,€1402.71,Wholesale
"May 03, 2023",p094,S038 ,C0098,6,187.7,10%,€1013.58,web
2023-02-14,p071,S012 ,C0018,5,243.83,0%,€1219.15,in-store
2023-07-29,p051,S023 ,C0099,8,29.28,0%,$234.24,Wholesale
2023-05-05,p073,S027 ,C0078,5,122.98,10%,$553.41,web
08/08/2023,p044,S050 ,C0086,3,74.96,15%,191.15 USD,online 
2023-09-04,p010,S046 ,C0097,4,308.74,15%,€1049.72,web
2023-04-02,p074,S034 ,C0067,8,242.32,0%,$1938.56,online 
"Oct 28, 2023",p041,S029 ,C0077,6,288.16,15%,€1469.62,online 
12/07/2023,p072,S044 ,C0030,8,154.74,15%,€1052.23,web
25/09/2023,p053,S018 ,C0090,4,292.1,10%,€1051.56,Wholesale
2023-03-26,p073,S050 ,C0092,2,180.25,10%,324.45 USD,web
22/01/2023,p014,S046 ,C0057,1,464.29,5%,441.08 USD,Wholesale
01/08/2023,p041,S041 ,C0078,6,105.73,15%,$539.22,in-store
"Jul 07, 2023",p076,S033 ,C0002,3,425.06,15%,€1083.9,in-store
2023-09-19,p007,S036 ,C0030,8,208.11,5%,$1581.64,web
"Jul 19, 2023",p013,S033 ,C0061,7,372.17,0%,2605.19 USD,web
2023-09-08,p089,S047 ,C0022,8,235.99,5%,$1793.52,web
"Jun 19, 2023",p080,S046 ,C0095,1,53.56,10%,48.2 USD,web
"Jun 05, 2023",p054,S005 ,C0062,3,89.16,10%,240.73 USD,web
30/11/2023,p041,S005 ,C0017,2,150.33,15%,255.56 USD,online 
2023-10-27,p069,S030 ,C0029,4,109.49,0%,437.96 USD,web
2023-04-23,p049,S044 ,C0090,3,73.87,15%,188.37 USD,online 
"Feb 01, 2023",p059,S014 ,C0065,4,105.13,0%,420.52 USD,Wholesale
2023-11-12,p026,S005 ,C0001,6,280.26,15%,1429.33 USD,online 
"Nov 12, 2023",p091,S035 ,C0028,7,492.2,5%,3273.13 USD,in-store
"Jan 13, 2023",p013,S049 ,C0002,5,372.13,0%,$1860.65,web
28/05/2023,p087,S019 ,C0065,3,321.55,5%,€916.42,in-store
06/12/2023,p074,S008 ,C0081,8,393.85,10%,$2835.72,Wholesale
05/05/2023,p065,S026 ,C0005,5,264.2,0%,1321.0 USD,in-store
2023-11-09,p057,S020 ,C0038,4,409.98,15%,1393.93 USD,in-store
22/09/2023,p085,S025 ,C0059,3,190.72,0%,€572.16,in-store
2023-05-15,p053,S007 ,C0040,4,372.82,15%,$1267.59,web
2023-05-21,p030,S009 ,C0007,3,422.73,10%,€1141.37,Wholesale
2023-03-13,p009,S029 ,C0073,8,36.33,10%,€261.58,online 
24/01/2023,p057,S016 ,C0063,4,254.93,5%,€968.73,Wholesale
03/05/2023,p040,S001 ,C0068,1,144.87,10%,130.38 USD,online 
"Apr 23, 2023",p097,S047 ,C0027,7,343.12,15%,$2041.56,web
2023-01-06,p058,S012 ,C0033,8,309.87,10%,$2231.06,online 
2023-08-18,p054,S001 ,C0082,1,226.18,0%,226.18 USD,online 
"Mar 07, 2023",p077,S044 ,C0100,1,161.89,10%,145.7 USD,in-store
2023-03-28,p059,S032 ,C0064,3,317.46,0%,$952.38,online 
10/09/2023,p057,S001 ,C0080,3,158.08,5%,$450.53,online 
"Mar 12, 2023",p013,S016 ,C0041,1,239.95,15%,€203.96,web
"Jun 26, 2023",p064,S036 ,C0027,6,371.44,0%,$2228.64,in-store
"Oct 23, 2023",p048,S009 ,C0021,3,228.24,15%,$582.01,Wholesale
2023-07-15,p068,S050 ,C0001,5,367.8,0%,€1839.0,in-store
"Sep 26, 2023",p077,S050 ,C0047,5,393.96,5%,1871.31 USD,web
"Aug 02, 2023",p011,S035 ,C0019,8,119.03,10%,€857.02,Wholesale
"Apr 03, 2023",p079,S002 ,C0006,1,426.46,10%,383.81 USD,online 
"Oct 26, 2023",p076,S029 ,C0022,2,436.78,5%,829.88 USD,web
23/09/2023,p056,S006 ,C0060,4,443.68,10%,€1597.25,in-store
30/03/2023,p060,S028 ,C0023,8,203.16,10%,€1462.75,in-store
05/09/2023,p003,S012 ,C0094,5,360.47,15%,$1532.00,Wholesale
"Jul 22, 2023",p075,S026 ,C0091,5,303.62,15%,$1290.38,online 
02/09/2023,p047,S009 ,C0092,7,383.0,10%,$2412.90,online 
2023-03-27,p100,S045 ,C0014,8,102.82,15%,€699.18,Wholesale
"Mar 23, 2023",p062,S031 ,C0070,4,256.26,0%,$1025.04,Wholesale
"Oct 19, 2023",p005,S023 ,C0014,6,290.35,10%,€1567.89,online 
2023-03-19,p027,S047 ,C0081,6,47.74,15%,243.47 USD,online 
02/04/2023,p070,S032 ,C0082,3,183.29,10%,$494.88,Wholesale
2023-02-26,p081,S004 ,C0096,2,408.7,5%,776.53 USD,Wholesale
19/07/2023,p058,S005 ,C0041,2,265.43,10%,477.77 USD,online 
2023-04-21,p046,S050 ,C0070,6,311.25,5%,€1774.12,in-store
09/05/2023,p006,S033 ,C0089,1,281.74,5%,€267.65,in-store
"Jan 25, 2023",p079,S023 ,C0073,2,326.02,5%,619.44 USD,in-store
2023-08-29,p100,S012 ,C0087,8,190.49,5%,$1447.72,online 
"Jul 25, 2023",p047,S006 ,C0006,5,364.61,0%,1823.05 USD,online 
21/12/2023,p005,S020 ,C0098,8,124.18,5%,943.77 USD,web
2023-09-24,p018,S015 ,C0075,7,466.14,5%,3099.83 USD,in-store
2023-05-24,p002,S042 ,C0078,2,499.59,15%,€849.3,online 
"Feb 18, 2023",p097,S036 ,C0084,6,410.5,15%,$2093.55,in-store
02/04/2023,p063,S010 ,C0067,2,81.69,15%,138.87 USD,online 
2023-01-30,p015,S026 ,C0096,8,444.25,15%,3020.9 USD,online 
02/12/2023,p030,S008 ,C0086,6,457.71,0%,€2746.26,web
"Mar 31, 2023",p024,S009 ,C0072,7,52.38,0%,€366.66,in-store
"Oct 09, 2023",p061,S021 ,C0093,3,44.32,10%,€119.66,in-store
2023-06-14,p073,S038 ,C0022,2,471.76,15%,801.99 USD,web
"Jun 16, 2023",p061,S020 ,C0057,4,444.3,0%,$1777.20,online 
2023-02-19,p007,S035 ,C0099,5,101.12,10%,$455.04,online 
